,0
634296.png_2.png,Red
634296.png_3.png,Red
634434.png_0.png,Red
634434.png_1.png,Red
606938.png_0.png,Red
629572.png_0.png,Green
629572.png_1.png,Green
629572.png_2.png,Red
629572.png_3.png,Green
628752.png_0.png,Red
645774.png_0.png,Green
645774.png_1.png,Green
645774.png_2.png,RedLeft
627156.png_0.png,GreenLeft
627156.png_1.png,Green
631586.png_0.png,Green
631586.png_1.png,Green
631586.png_2.png,Green
631586.png_3.png,Green
631586.png_4.png,Green
631586.png_5.png,Green
631586.png_6.png,Red
605758.png_0.png,Green
605758.png_1.png,Green
632906.png_0.png,Green
632906.png_1.png,Green
632906.png_2.png,Red
615608.png_0.png,Red
615608.png_1.png,Red
615608.png_2.png,Red
642684.png_0.png,RedLeft
642684.png_1.png,Green
642684.png_2.png,Green
642684.png_3.png,Green
642684.png_4.png,RedLeft
642684.png_5.png,RedLeft
631448.png_0.png,Green
631448.png_1.png,Green
631448.png_2.png,Green
631448.png_3.png,Green
631448.png_4.png,Green
642268.png_0.png,Green
609494.png_0.png,Green
609494.png_1.png,Green
609494.png_2.png,Green
609494.png_3.png,RedLeft
614288.png_0.png,Red
614288.png_1.png,Red
657524.png_0.png,Red
657524.png_1.png,Red
631794.png_0.png,Green
631794.png_1.png,Green
631794.png_2.png,Green
631794.png_3.png,Green
631794.png_4.png,RedLeft
631794.png_5.png,RedLeft
634156.png_0.png,Red
634156.png_1.png,Red
634156.png_2.png,Red
634156.png_3.png,Red
634156.png_4.png,Red
643240.png_0.png,Red
637746.png_0.png,off
637746.png_1.png,off
637746.png_2.png,Red
637746.png_3.png,Red
637746.png_4.png,Red
658484.png_0.png,Green
658484.png_1.png,RedLeft
644004.png_0.png,GreenLeft
644004.png_1.png,GreenLeft
644004.png_2.png,Red
644004.png_3.png,Red
644004.png_4.png,Red
648458.png_0.png,Green
648458.png_1.png,Green
648458.png_2.png,off
637884.png_0.png,Red
637884.png_1.png,Red
637884.png_2.png,Red
635728.png_0.png,Red
635728.png_1.png,Red
635728.png_2.png,RedLeft
621112.png_0.png,Red
621112.png_1.png,Red
621112.png_2.png,Red
621112.png_3.png,Red
609148.png_0.png,Green
609148.png_1.png,Green
609148.png_2.png,Green
606036.png_0.png,Green
606036.png_1.png,Green
638024.png_0.png,Red
638024.png_1.png,Red
638024.png_2.png,Red
638024.png_3.png,RedLeft
627710.png_0.png,Green
627710.png_1.png,Green
647664.png_0.png,Red
647664.png_1.png,Red
647664.png_2.png,off
636842.png_0.png,Green
636842.png_1.png,Green
636842.png_2.png,RedLeft
615538.png_0.png,Red
615538.png_1.png,Red
606870.png_0.png,Red
606592.png_0.png,Red
620002.png_0.png,Green
643726.png_0.png,Red
643726.png_1.png,Red
643726.png_2.png,Red
643726.png_3.png,GreenLeft
613802.png_0.png,Green
613802.png_1.png,Green
613802.png_2.png,Green
613802.png_3.png,Green
637954.png_0.png,Red
637954.png_1.png,Red
637954.png_2.png,Red
637954.png_3.png,Red
637954.png_4.png,RedLeft
637954.png_5.png,RedLeft
619376.png_0.png,Green
637676.png_0.png,Red
637676.png_1.png,Red
637676.png_2.png,Red
629224.png_0.png,Green
629224.png_1.png,Green
606730.png_0.png,Red
606730.png_1.png,Red
628892.png_0.png,Red
628892.png_1.png,Red
628892.png_2.png,Red
619306.png_0.png,Green
615260.png_0.png,Green
615260.png_1.png,Green
659178.png_0.png,Green
659178.png_1.png,RedLeft
649708.png_0.png,Red
649708.png_1.png,Red
649708.png_2.png,Red
647316.png_0.png,Green
647316.png_1.png,Green
647316.png_2.png,Green
654884.png_0.png,Green
654884.png_1.png,Green
654884.png_2.png,RedLeft
620070.png_0.png,Green
620070.png_1.png,Green
635240.png_0.png,Yellow
635588.png_0.png,RedLeft
635588.png_1.png,Red
635588.png_2.png,Red
635588.png_3.png,Red
635588.png_4.png,RedLeft
635588.png_5.png,RedLeft
635588.png_6.png,RedLeft
644074.png_0.png,off
644074.png_1.png,Red
644074.png_2.png,Red
651990.png_0.png,Red
651990.png_1.png,Yellow
651990.png_2.png,Yellow
621460.png_0.png,Red
621460.png_1.png,Red
621460.png_2.png,Red
639954.png_0.png,Green
639954.png_1.png,Green
639954.png_2.png,Green
639954.png_3.png,RedLeft
639954.png_4.png,RedLeft
659108.png_0.png,Green
659108.png_1.png,RedLeft
659108.png_2.png,RedLeft
659108.png_3.png,RedLeft
616960.png_0.png,Green
616960.png_1.png,Green
607008.png_0.png,Red
607008.png_1.png,RedLeft
658692.png_0.png,Green
658692.png_1.png,Green
658692.png_2.png,off
660012.png_0.png,Green
638092.png_0.png,Red
638092.png_1.png,Red
638092.png_2.png,Red
638092.png_3.png,RedLeft
629294.png_0.png,Green
629294.png_1.png,Green
612968.png_0.png,Green
612968.png_1.png,Green
612968.png_2.png,Green
640372.png_0.png,Red
640372.png_1.png,Red
640372.png_2.png,Green
640372.png_3.png,Red
616684.png_0.png,Green
616684.png_1.png,Green
616684.png_2.png,Green
654258.png_0.png,Green
654258.png_1.png,Green
654258.png_2.png,Green
654258.png_3.png,Green
632420.png_0.png,Green
632420.png_1.png,Green
632420.png_2.png,Green
632420.png_3.png,Green
632420.png_4.png,Green
632420.png_5.png,Green
637536.png_0.png,Red
637536.png_1.png,Red
637536.png_2.png,Red
631170.png_0.png,Green
631170.png_1.png,Green
631170.png_2.png,Green
631170.png_3.png,Green
639608.png_0.png,Red
639608.png_1.png,Red
624626.png_0.png,Green
624626.png_1.png,Green
624626.png_2.png,Green
632282.png_0.png,Green
632282.png_1.png,Green
632282.png_2.png,Green
632282.png_3.png,GreenLeft
632282.png_4.png,Green
632282.png_5.png,Green
632282.png_6.png,GreenLeft
608592.png_0.png,Green
608592.png_1.png,Green
608592.png_2.png,Green
608592.png_3.png,GreenLeft
643936.png_0.png,GreenLeft
643936.png_1.png,GreenLeft
643936.png_2.png,Red
643936.png_3.png,Red
643936.png_4.png,Red
635380.png_0.png,Red
635380.png_1.png,RedLeft
610746.png_0.png,Green
610746.png_1.png,Green
610746.png_2.png,Green
610746.png_3.png,RedLeft
640024.png_0.png,Green
640024.png_1.png,Green
640024.png_2.png,Green
640024.png_3.png,RedLeft
613662.png_0.png,Green
613662.png_1.png,Green
628822.png_0.png,Red
628822.png_1.png,Red
640302.png_0.png,RedLeft
640302.png_1.png,RedLeft
616822.png_0.png,Green
616822.png_1.png,Green
616822.png_2.png,Green
609912.png_0.png,Red
649640.png_0.png,Yellow
625182.png_0.png,Yellow
625182.png_1.png,Yellow
634088.png_0.png,Yellow
634088.png_1.png,Yellow
634088.png_2.png,Yellow
634088.png_3.png,Yellow
659942.png_0.png,Green
660082.png_0.png,Green
660082.png_1.png,Green
609842.png_0.png,Red
608452.png_0.png,Green
608452.png_1.png,Green
608452.png_2.png,Green
608452.png_3.png,GreenLeft
643796.png_0.png,Red
643796.png_1.png,Red
643796.png_2.png,Red
643796.png_3.png,Red
654674.png_0.png,Green
654674.png_1.png,Green
654674.png_2.png,Red
658970.png_0.png,Green
658970.png_1.png,off
615330.png_0.png,Yellow
615330.png_1.png,Yellow
615330.png_2.png,Yellow
629154.png_0.png,Green
629154.png_1.png,Green
629154.png_2.png,Green
632004.png_0.png,Green
632004.png_1.png,Green
632004.png_2.png,Green
632004.png_3.png,Green
632004.png_4.png,Green
632004.png_5.png,Green
632004.png_6.png,Green
632004.png_7.png,Red
632004.png_8.png,RedLeft
633114.png_0.png,Green
633114.png_1.png,Green
633114.png_2.png,Red
608730.png_0.png,Green
608730.png_1.png,Green
608730.png_2.png,Yellow
652478.png_0.png,Red
655300.png_0.png,off
655300.png_1.png,Green
655300.png_2.png,Green
655300.png_3.png,Green
655300.png_4.png,Green
655300.png_5.png,Green
613176.png_0.png,Green
613176.png_1.png,Green
657454.png_0.png,Red
606174.png_0.png,Green
606174.png_1.png,Green
604584.png_0.png,Red
604584.png_1.png,RedLeft
604584.png_2.png,RedLeft
604584.png_3.png,RedLeft
611996.png_0.png,Green
611996.png_1.png,Green
612690.png_0.png,Green
640510.png_0.png,Green
640510.png_1.png,Yellow
640510.png_2.png,Yellow
640510.png_3.png,RedLeft
640510.png_4.png,RedLeft
647454.png_0.png,Green
647454.png_1.png,Green
647454.png_2.png,Green
634366.png_0.png,Red
634366.png_1.png,Red
630684.png_0.png,Green
630684.png_1.png,Green
634018.png_0.png,Red
623296.png_0.png,Red
623296.png_1.png,Red
623296.png_2.png,Red
623296.png_3.png,Red
613108.png_0.png,Green
613108.png_1.png,Green
613108.png_2.png,Green
652130.png_0.png,Red
652130.png_1.png,Red
652130.png_2.png,RedLeft
652130.png_3.png,RedLeft
652130.png_4.png,RedLeft
652130.png_5.png,RedLeft
643658.png_0.png,Yellow
643658.png_1.png,Red
643658.png_2.png,Yellow
642616.png_0.png,Green
642616.png_1.png,Green
642616.png_2.png,RedLeft
642616.png_3.png,GreenLeft
642616.png_4.png,RedLeft
642616.png_5.png,RedLeft
646816.png_0.png,Red
646816.png_1.png,Red
646816.png_2.png,Red
646816.png_3.png,Red
646816.png_4.png,Red
610536.png_0.png,Green
610536.png_1.png,Green
610536.png_2.png,Green
610536.png_3.png,Yellow
610536.png_4.png,Yellow
634686.png_0.png,Green
609426.png_0.png,Green
609426.png_1.png,Yellow
614704.png_0.png,Green
614704.png_1.png,Green
614704.png_2.png,Green
614704.png_3.png,Green
630614.png_0.png,Green
630614.png_1.png,Green
619098.png_0.png,Green
619098.png_1.png,Green
619098.png_2.png,Green
641782.png_0.png,Green
641782.png_1.png,Green
641782.png_2.png,Green
641782.png_3.png,RedLeft
641782.png_4.png,RedLeft
649500.png_0.png,Green
649500.png_1.png,Green
609356.png_0.png,Green
609356.png_1.png,Green
609356.png_2.png,Yellow
609356.png_3.png,Yellow
631516.png_0.png,Green
631516.png_1.png,Green
631516.png_2.png,Green
631516.png_3.png,Green
631516.png_4.png,Green
631516.png_5.png,Red
631516.png_6.png,Green
623018.png_0.png,Red
623018.png_1.png,Red
623156.png_0.png,Red
623156.png_1.png,Red
623156.png_2.png,Red
621390.png_0.png,Red
621390.png_1.png,Red
621390.png_2.png,Red
647732.png_0.png,Red
647732.png_1.png,Red
647732.png_2.png,off
610050.png_0.png,Red
610050.png_1.png,off
610050.png_2.png,Red
633184.png_0.png,Green
633184.png_1.png,Green
633184.png_2.png,Green
633184.png_3.png,RedLeft
605688.png_0.png,Green
605688.png_1.png,Green
605688.png_2.png,RedLeft
655162.png_0.png,Green
655162.png_1.png,off
655162.png_2.png,off
606104.png_0.png,Green
606104.png_1.png,Green
632836.png_0.png,Green
632836.png_1.png,Green
655230.png_0.png,Green
655230.png_1.png,Green
655230.png_2.png,Green
655230.png_3.png,Green
655230.png_4.png,RedLeft
652408.png_0.png,Red
652408.png_1.png,Red
652408.png_2.png,Red
652408.png_3.png,RedLeft
655440.png_0.png,Green
655440.png_1.png,Green
655440.png_2.png,Green
655440.png_3.png,Green
609980.png_0.png,off
619654.png_0.png,Green
619654.png_1.png,Green
619654.png_2.png,Green
627364.png_0.png,Green
646538.png_0.png,Red
631308.png_0.png,Green
631308.png_1.png,Green
631308.png_2.png,Green
631308.png_3.png,Green
613732.png_0.png,Green
613732.png_1.png,Green
613732.png_2.png,Green
614428.png_0.png,Red
614428.png_1.png,Red
640440.png_0.png,Yellow
640440.png_1.png,Yellow
640440.png_2.png,Yellow
640440.png_3.png,Red
635518.png_0.png,Red
635518.png_1.png,Red
635518.png_2.png,Red
635518.png_3.png,RedLeft
615122.png_0.png,Green
615122.png_1.png,Green
615122.png_2.png,Green
614010.png_0.png,Green
628684.png_0.png,Red
628684.png_1.png,Red
628684.png_2.png,off
628684.png_3.png,Red
641504.png_0.png,Red
641504.png_1.png,Red
641504.png_2.png,Red
641504.png_3.png,RedLeft
641504.png_4.png,RedLeft
641364.png_0.png,Green
641364.png_1.png,Green
641364.png_2.png,Red
641364.png_3.png,Red
641364.png_4.png,RedLeft
641364.png_5.png,RedLeft
641364.png_6.png,Red
631656.png_0.png,Green
631656.png_1.png,Green
631656.png_2.png,Green
631656.png_3.png,Green
631656.png_4.png,Red
631656.png_5.png,Red
641434.png_0.png,Red
641434.png_1.png,Red
641434.png_2.png,RedLeft
641434.png_3.png,RedLeft
616752.png_0.png,Green
616752.png_1.png,Green
616752.png_2.png,Green
654188.png_0.png,Green
654188.png_1.png,Green
654188.png_2.png,Green
609704.png_0.png,Green
609704.png_1.png,Green
609704.png_2.png,RedLeft
631726.png_0.png,Green
631726.png_1.png,Green
631726.png_2.png,Green
631726.png_3.png,Green
631726.png_4.png,Green
631726.png_5.png,Green
631726.png_6.png,RedLeft
631726.png_7.png,RedLeft
631726.png_8.png,RedLeft
631726.png_9.png,RedLeft
660150.png_0.png,off
660150.png_1.png,Green
660150.png_2.png,Green
660150.png_3.png,Green
647386.png_0.png,Green
647386.png_1.png,Green
647386.png_2.png,Green
641852.png_0.png,Green
641852.png_1.png,Green
641852.png_2.png,Green
641852.png_3.png,RedLeft
623086.png_0.png,Red
623086.png_1.png,Red
623086.png_2.png,Red
642338.png_0.png,Green
642338.png_1.png,Green
642338.png_2.png,Green
642338.png_3.png,Red
605618.png_0.png,Green
605618.png_1.png,Green
605618.png_2.png,RedLeft
605618.png_3.png,RedLeft
654814.png_0.png,Green
654814.png_1.png,Green
654814.png_2.png,Green
654814.png_3.png,RedLeft
654814.png_4.png,RedLeft
654814.png_5.png,RedLeft
638704.png_0.png,Green
638704.png_1.png,Green
638704.png_2.png,GreenLeft
638704.png_3.png,GreenLeft
641712.png_0.png,Green
641712.png_1.png,Green
641712.png_2.png,Green
641712.png_3.png,RedLeft
641712.png_4.png,RedLeft
613038.png_0.png,Green
613038.png_1.png,Green
613038.png_2.png,Green
613038.png_3.png,Green
631378.png_0.png,Green
631378.png_1.png,Green
631378.png_2.png,Green
631378.png_3.png,Green
641642.png_0.png,Red
641642.png_1.png,Red
641642.png_2.png,Red
641642.png_3.png,RedLeft
641642.png_4.png,RedLeft
641642.png_5.png,RedLeft
641642.png_6.png,RedLeft
641642.png_7.png,RedLeft
647594.png_0.png,off
647594.png_1.png,off
647594.png_2.png,Red
628614.png_0.png,Red
647872.png_0.png,Red
647872.png_1.png,Red
647872.png_2.png,RedLeft
654398.png_0.png,Green
654398.png_1.png,Green
656482.png_0.png,Green
656482.png_1.png,Green
656482.png_2.png,Green
656482.png_3.png,Red
616614.png_0.png,Green
616614.png_1.png,Green
654744.png_0.png,Green
654744.png_1.png,Red
654744.png_2.png,Red
654744.png_3.png,Red
632212.png_0.png,Green
632212.png_1.png,Green
632212.png_2.png,GreenLeft
632212.png_3.png,Green
632212.png_4.png,GreenLeft
632212.png_5.png,Green
632212.png_6.png,Green
632212.png_7.png,Green
632212.png_8.png,Green
632072.png_0.png,Green
632072.png_1.png,Green
632072.png_2.png,Green
632072.png_3.png,Green
632072.png_4.png,Green
632072.png_5.png,Green
610258.png_0.png,Red
610258.png_1.png,Red
610258.png_2.png,Red
610258.png_3.png,RedLeft
610258.png_4.png,RedLeft
622878.png_0.png,Green
619514.png_0.png,Green
619514.png_1.png,Green
640094.png_0.png,Green
640094.png_1.png,Green
640094.png_2.png,RedLeft
652060.png_0.png,Red
652060.png_1.png,Red
652060.png_2.png,Red
652060.png_3.png,Red
652060.png_4.png,Red
610606.png_0.png,Green
610606.png_1.png,Green
610606.png_2.png,Green
610606.png_3.png,Red
610606.png_4.png,Red
610606.png_5.png,Red
610606.png_6.png,Red
634546.png_0.png,Green
628962.png_0.png,Green
628962.png_1.png,Green
624696.png_0.png,Green
624696.png_1.png,Green
624696.png_2.png,Green
651018.png_0.png,Green
651018.png_1.png,Green
639886.png_0.png,Green
639886.png_1.png,Green
639886.png_2.png,Green
639886.png_3.png,RedLeft
639886.png_4.png,RedLeft
629710.png_0.png,Green
629710.png_1.png,Green
629710.png_2.png,Green
629710.png_3.png,Red
629710.png_4.png,Red
629710.png_5.png,Red
637606.png_0.png,Red
616892.png_0.png,Green
616892.png_1.png,Green
616892.png_2.png,Green
623226.png_0.png,Red
623226.png_1.png,Red
623226.png_2.png,Red
620140.png_0.png,Green
620140.png_1.png,Green
620140.png_2.png,Green
614358.png_0.png,Red
614358.png_1.png,Red
611856.png_0.png,Green
632142.png_0.png,Green
632142.png_1.png,Green
632142.png_2.png,Green
632142.png_3.png,Green
632142.png_4.png,Green
632142.png_5.png,Green
632142.png_6.png,Green
610814.png_0.png,Green
610814.png_1.png,Green
659038.png_0.png,Green
659038.png_1.png,RedLeft
659038.png_2.png,RedLeft
655508.png_0.png,Green
655508.png_1.png,Green
606382.png_0.png,Green
606382.png_1.png,Green
646608.png_0.png,Red
629502.png_0.png,Green
629502.png_1.png,Green
606244.png_0.png,Green
606244.png_1.png,Green
606244.png_2.png,Green
606244.png_3.png,Green
643588.png_0.png,Yellow
619446.png_0.png,Green
619446.png_1.png,Green
642546.png_0.png,RedLeft
642546.png_1.png,Green
642546.png_2.png,Green
642546.png_4.png,Green
642546.png_5.png,RedLeft
642546.png_6.png,RedLeft
630752.png_0.png,Green
630752.png_1.png,Green
630752.png_2.png,Green
630752.png_3.png,Green
658552.png_0.png,off
658552.png_1.png,Green
658552.png_2.png,Green
658552.png_3.png,Green
615400.png_0.png,Red
615400.png_1.png,Red
627642.png_0.png,Green
627642.png_1.png,Green
627642.png_2.png,Green
627642.png_3.png,Green
608522.png_0.png,Green
608522.png_1.png,Green
608522.png_2.png,Green
608522.png_3.png,GreenLeft
612830.png_0.png,Green
612830.png_1.png,Green
612830.png_2.png,Green
633254.png_0.png,Green
633254.png_1.png,Green
633254.png_2.png,RedLeft
632490.png_0.png,Green
632490.png_1.png,Green
632490.png_2.png,GreenLeft
632490.png_3.png,Green
632490.png_4.png,Green
609772.png_0.png,off
609772.png_1.png,off
609772.png_2.png,Green
609772.png_3.png,Green
610328.png_0.png,Green
610328.png_1.png,Green
610328.png_2.png,Green
630822.png_0.png,Green
630822.png_1.png,Green
630822.png_2.png,Green
630822.png_3.png,Green
649570.png_0.png,Yellow
642198.png_0.png,Red
642198.png_1.png,Red
629780.png_0.png,Green
629780.png_1.png,Green
629780.png_2.png,Green
629780.png_3.png,RedLeft
608384.png_0.png,Green
608384.png_1.png,Green
611926.png_0.png,Green
611926.png_1.png,Green
666994.png_0.png,Green
666994.png_1.png,Green
666994.png_2.png,Red
666994.png_3.png,Red
667690.png_0.png,Green
667690.png_1.png,Green
667690.png_2.png,RedLeft
667690.png_3.png,RedLeft
666508.png_0.png,Green
666508.png_1.png,Green
666508.png_2.png,Red
665744.png_0.png,Green
665744.png_1.png,Red
700284.png_0.png,Green
700284.png_1.png,Green
700284.png_2.png,Green
700284.png_3.png,Green
670998.png_0.png,Red
670998.png_1.png,Red
708180.png_0.png,Red
708180.png_1.png,Red
661054.png_0.png,Red
691090.png_0.png,Green
691090.png_1.png,Green
691090.png_2.png,Green
691090.png_3.png,RedLeft
691090.png_4.png,RedLeft
702506.png_0.png,Green
702506.png_2.png,Green
702506.png_3.png,Green
702506.png_4.png,Red
692826.png_0.png,Red
692826.png_1.png,Red
692826.png_2.png,Red
692826.png_3.png,Red
666718.png_0.png,Green
666718.png_1.png,Green
666718.png_2.png,Red
666718.png_3.png,Red
705480.png_0.png,Red
705480.png_1.png,Red
705480.png_2.png,Red
705480.png_3.png,RedLeft
718292.png_0.png,Green
718292.png_1.png,Green
718292.png_2.png,Green
718292.png_3.png,Green
676250.png_0.png,Red
676250.png_1.png,Red
676250.png_2.png,Red
676250.png_3.png,Red
673488.png_0.png,Green
673488.png_1.png,Green
673488.png_2.png,Red
718432.png_0.png,Green
686502.png_0.png,Green
686502.png_1.png,Green
686502.png_2.png,RedLeft
686502.png_3.png,RedLeft
681112.png_0.png,Green
681112.png_1.png,Green
681112.png_2.png,Green
681112.png_3.png,RedLeft
681112.png_4.png,RedLeft
687754.png_0.png,Red
687754.png_1.png,Red
667272.png_0.png,Green
665884.png_0.png,Green
665884.png_1.png,RedLeft
665884.png_2.png,RedLeft
665884.png_3.png,RedLeft
704646.png_0.png,Green
704646.png_1.png,Green
704646.png_2.png,Green
704646.png_3.png,RedLeft
704646.png_4.png,RedLeft
706804.png_0.png,Red
706804.png_1.png,Red
706804.png_2.png,Red
706804.png_3.png,RedLeft
706804.png_4.png,RedLeft
709500.png_0.png,Green
709500.png_1.png,Green
709500.png_2.png,Green
703062.png_0.png,Green
703202.png_0.png,Yellow
703202.png_1.png,Yellow
703202.png_2.png,Yellow
703202.png_3.png,Yellow
702646.png_0.png,Green
702646.png_1.png,Green
702646.png_2.png,Green
702646.png_3.png,RedLeft
702646.png_4.png,RedLeft
702646.png_5.png,RedLeft
690672.png_0.png,Green
690672.png_1.png,Green
690672.png_2.png,RedLeft
690672.png_3.png,RedLeft
662234.png_0.png,Green
673210.png_0.png,Green
673210.png_1.png,Green
673210.png_2.png,RedLeft
661332.png_0.png,Green
661332.png_1.png,Green
661332.png_2.png,Red
661332.png_3.png,Red
661332.png_4.png,RedLeft
670234.png_0.png,Green
665952.png_0.png,RedLeft
665952.png_1.png,Green
665952.png_2.png,RedLeft
665952.png_3.png,RedLeft
665952.png_4.png,RedLeft
720308.png_0.png,Green
720308.png_1.png,Green
672168.png_0.png,Green
695364.png_0.png,Green
695364.png_1.png,Green
695364.png_2.png,Green
701950.png_0.png,Green
701950.png_1.png,Green
701950.png_2.png,Green
701950.png_3.png,RedLeft
660636.png_0.png,Green
660636.png_1.png,off
700074.png_0.png,Green
700074.png_1.png,Green
670374.png_0.png,Green
670374.png_1.png,Green
670374.png_2.png,Red
698448.png_0.png,Green
698448.png_1.png,Green
698448.png_2.png,Green
698448.png_3.png,Red
698448.png_4.png,RedLeft
689700.png_0.png,Green
672376.png_0.png,Green
672376.png_1.png,GreenLeft
678890.png_0.png,Green
678890.png_1.png,RedLeft
678890.png_2.png,RedLeft
682432.png_0.png,Green
666856.png_0.png,Green
666856.png_1.png,Green
666856.png_2.png,Red
716138.png_0.png,Green
716138.png_1.png,Green
716138.png_2.png,Green
716138.png_3.png,RedLeft
716138.png_4.png,RedLeft
674270.png_0.png,Green
674270.png_1.png,Green
674270.png_2.png,Green
674270.png_3.png,Red
684864.png_0.png,Green
684864.png_1.png,Green
684864.png_2.png,Green
684864.png_3.png,RedLeft
662512.png_0.png,Green
662512.png_1.png,Green
662512.png_2.png,Green
662512.png_3.png,Green
712002.png_0.png,Green
692062.png_0.png,Green
692062.png_1.png,Green
679724.png_0.png,Green
679724.png_1.png,Green
705410.png_0.png,Red
705410.png_1.png,Red
705410.png_2.png,Red
705410.png_3.png,Red
705410.png_4.png,RedLeft
705410.png_5.png,RedLeft
705202.png_0.png,off
666926.png_0.png,Green
666926.png_1.png,Green
666926.png_2.png,Red
667482.png_0.png,Green
667482.png_1.png,Red
698310.png_0.png,Green
698310.png_1.png,Red
667620.png_0.png,Green
667620.png_1.png,Green
667620.png_2.png,Red
667620.png_3.png,Green
667620.png_4.png,Red
667620.png_5.png,Red
673072.png_0.png,Green
676736.png_0.png,Red
676736.png_1.png,RedLeft
716348.png_0.png,Green
716348.png_1.png,Green
716348.png_2.png,RedLeft
716348.png_3.png,RedLeft
682224.png_0.png,Green
707486.png_0.png,off
707486.png_1.png,Green
707486.png_2.png,Green
707486.png_3.png,Green
718362.png_0.png,Green
718362.png_1.png,Green
718362.png_2.png,Green
703340.png_0.png,Red
703340.png_1.png,Red
703340.png_2.png,Red
703340.png_3.png,Red
703340.png_4.png,Red
703340.png_5.png,Red
703340.png_6.png,RedLeft
703340.png_7.png,RedLeft
671206.png_0.png,Red
671206.png_1.png,RedLeft
670164.png_0.png,Green
667134.png_0.png,Green
667134.png_1.png,Green
667134.png_2.png,Green
667134.png_3.png,RedLeft
667134.png_4.png,RedLeft
679792.png_0.png,Green
670512.png_0.png,Green
670512.png_1.png,Green
670512.png_2.png,Red
670512.png_3.png,Red
670512.png_4.png,RedLeft
670512.png_5.png,RedLeft
716278.png_0.png,Red
716278.png_1.png,Green
716278.png_2.png,Green
716278.png_3.png,Green
716278.png_4.png,Red
695434.png_0.png,Yellow
695434.png_1.png,Yellow
713808.png_0.png,Red
713808.png_1.png,Red
713808.png_2.png,Red
674826.png_0.png,Green
674826.png_1.png,Green
674826.png_2.png,Yellow
674826.png_3.png,Yellow
674826.png_4.png,RedLeft
674826.png_5.png,Yellow
677570.png_0.png,Green
677570.png_1.png,Green
677570.png_2.png,RedLeft
686434.png_0.png,Green
686434.png_1.png,Green
686434.png_2.png,Green
701812.png_0.png,Green
701812.png_1.png,Green
701812.png_2.png,Green
701812.png_3.png,Red
701812.png_4.png,Red
690950.png_0.png,Green
690950.png_1.png,Green
690950.png_2.png,Green
690950.png_3.png,Green
680070.png_0.png,Green
680070.png_1.png,Green
680070.png_2.png,Green
680070.png_3.png,RedLeft
680070.png_4.png,RedLeft
712210.png_0.png,Green
712210.png_1.png,Green
690394.png_0.png,Green
690394.png_1.png,Green
690394.png_2.png,Green
690394.png_3.png,RedLeft
690394.png_4.png,RedLeft
667828.png_0.png,Green
667828.png_1.png,Green
667828.png_2.png,Green
667828.png_3.png,RedLeft
667828.png_4.png,RedLeft
718084.png_0.png,Green
718084.png_1.png,Green
718084.png_2.png,Green
671890.png_0.png,Green
671890.png_1.png,RedLeft
671890.png_2.png,RedLeft
710404.png_0.png,Green
710404.png_1.png,Green
710404.png_2.png,Green
710404.png_3.png,Green
